526643772, 1
3914067312, 1
642072371, 1
2313897173, 1
409247228, 1
3243335914, 1
1598996035, 1
3745643836, 1
1702177755, 1
4277404245, 1
384798179, 1
1018646999, 1
3803072751, 1
926063799, 1
4167539008, 1
654556452, 1
2683371495, 1
3428688240, 1
195736125, 1
4034307946, 1
2789446769, 1
2563311017, 1
1058102652, 1
4204741359, 1
4083855663, 1
2698627452, 1
670836641, 1
2159162561, 1
2815637747, 1
2948381284, 1
749536688, 1
2414411479, 1
2151113010, 1
2764696577, 1
1263868922, 1
722578813, 1
127994948, 1
3975043906, 1
274685773, 1
3709781504, 1
1667549718, 1
1655899725, 1
2377131965, 1
3022600893, 1
2342856202, 1
2098491738, 1
1777280851, 1
816080840, 1
3849281291, 1
50066968, 1
346309659, 1
3326639996, 1
2980287793, 1
3217872444, 1
2415923006, 1
1886476356, 1
348179657, 1
1172262982, 1
2423396663, 1
3521362182, 1
608476033, 1
3784452199, 1
826218628, 1
3520571, 1
3696677356, 1
1777129257, 1
1567809344, 1
3174470934, 1
632748471, 1
3825310105, 1
2180483665, 1
2340557165, 1
1451074147, 1
2852780490, 1
1521334502, 1
120512208, 1
2621098564, 1
2022419371, 1
209410563, 1
1000849815, 1
1855183506, 1
1546649419, 1
1651824822, 1
1011297213, 1
3702176077, 1
4011332032, 1
1856140798, 1
2621994070, 1
3873638830, 1
3578786305, 1
2558262508, 1
2006073805, 1
1246441035, 1
697663386, 1
239645393, 1
1717854841, 1
1742326608, 1
3855613665, 1
2195756688, 1
4199687401, 1
3064468062, 1
2735278607, 1
3891392092, 1
2440939471, 1
80743848, 1
2191925502, 1
3748917748, 1
3126008544, 1
4000102157, 1
895833062, 1
1604289584, 1
242582905, 1
4254805249, 1
3453133211, 1
2516680592, 1
4127654306, 1
2802262726, 1
424534878, 1
4280813869, 1
3799542222, 1
3769431730, 1
294508913, 1
1332534725, 1
4294199276, 1
4249900508, 1
4092801065, 1
2346533695, 1
1540093407, 1
1268958414, 1
70575518, 1
2631974570, 1
2828959872, 1
2224349029, 1
4029584460, 1
389060702, 1
991355920, 1
2039972340, 1
478900715, 1
2711624919, 1
3035115605, 1
2388947797, 1
3204056118, 1
233928796, 1
3542621066, 1
617518811, 1
2328448381, 1
527206215, 1
3094821779, 1
3591694083, 1
1609375081, 1
1588998509, 1
1620117128, 1
585169157, 1
972410225, 1
2494643559, 1
261953450, 1
1626481611, 1
3408363227, 1
1500465005, 1
3778017256, 1
3432546348, 1
262585675, 1
2097124579, 1
2978152299, 1
3306336832, 1
3857282568, 1
2646982076, 1
3842048669, 1
2056662520, 1
2980146849, 1
3403016192, 1
420951546, 1
2035351270, 1
96346953, 1
1973064851, 1
3735925439, 1
2380944227, 1
2995768399, 1
3552241290, 1
1041665034, 1
551321942, 1
2205092379, 1
2544041377, 1
91314406, 1
2048008519, 1
2611222131, 1
4163277587, 1
3936687419, 1
173873911, 1
2196901707, 1
4283212522, 1
3740762471, 1
2319106371, 1
2552176816, 1
884194622, 1
2702354741, 1
1955725331, 1
349004369, 1
2131006057, 1
2393983602, 1
706082333, 1
151663813, 1
3911936365, 1
2347262475, 1
1015484967, 1
2283949047, 1
1235596055, 1
892216137, 1
4045007044, 1
2452433299, 1
68548279, 1
3524539081, 1
3702935263, 1
3374133810, 1
3904616591, 1
2341584641, 1
978894580, 1
3324605819, 1
2884684839, 1
632008601, 1
2089556782, 1
221326489, 1
2387225131, 1
4059000842, 1
2668863065, 1
797765384, 1
131287711, 1
4140405680, 1
4248998656, 1
680511646, 1
3057511026, 1
3825263337, 1
727911166, 1
3311202160, 1
2248414226, 1
3230897941, 1
748108614, 1
2872360112, 1
3304755907, 1
228036541, 1
1390349454, 1
2642241467, 1
3162916344, 1
1618256144, 1
3831966404, 1
915327293, 1
1655101490, 1
3920557035, 1
3611294208, 1
4246640529, 1
1139843806, 1
3569883798, 1
